Year,Birth_year,City,SBD,maths,Literature,Physics,Chemistry,Biology,Eng
2018,2000,Da Nang,4008389,5.6,3.75,7,6.75,5.75,4.6
2018,2000,Da Nang,4008392,7.2,6,6,3.25,4.5,5
2018,2000,Da Nang,4008394,7,8.5,5.75,6.75,4,8.4
2018,2000,Da Nang,4007643,6.6,4.5,6.25,6.5,3.75,5.2
2018,2000,Da Nang,4007658,6.8,4.25,6.25,6.25,4.75,4.6
2018,2000,Da Nang,4007660,5.2,6.5,4.25,3.5,3.75,7.2
2018,2000,Da Nang,4007679,7.6,5,8,7.5,4,7.4
2018,2000,Da Nang,4007727,6.8,5,2.25,7.25,6.75,7
2018,2000,Da Nang,4007712,6.6,6.75,6,5.25,5,5.8
2018,2000,Da Nang,4008290,6.6,6.5,7.5,5.25,4.5,8.2
2018,2000,Da Nang,4008294,5.6,6.5,6.25,6,4.25,7.2
2018,2000,Da Nang,4008317,5.6,6.5,6.25,5,4.25,4.8
2018,2000,Da Nang,4008320,4.4,6,4.75,5.75,6.25,5.2
2018,2000,Da Nang,4008327,3.8,1.75,7,5.25,5.25,3.8
2018,2000,Da Nang,4008333,5.4,6.75,5,4.75,4,4.4
2018,2000,Da Nang,4008349,5.8,5,3.75,5,5.5,7
2018,2000,Da Nang,4008362,5.6,5.5,2.5,2,3.25,5
2018,2000,Da Nang,4008364,7.8,5,3.75,6.75,7,5
2018,2000,Da Nang,4008376,9,5.5,6.5,4.75,3.75,3.4
2018,2000,Da Nang,4008402,7.2,3.75,6.25,3.5,5,5.8
2018,2000,Da Nang,4008490,6.4,4.25,3,9,6.75,5.6
2018,2000,Da Nang,4008492,4.6,4.75,7.25,7.25,5.25,6
2018,2000,Da Nang,4008500,6.8,6,2.75,6.75,7.75,6.2
2018,2000,Da Nang,4008507,5.2,4,5.25,2,2,3.4
2018,2000,Da Nang,4008689,6.4,7.75,6,3.75,4,8.8
2018,2000,Da Nang,4000047,4,4.75,6.75,6,3,2.4
2018,2000,Da Nang,4000050,4.2,7,5.25,6.25,4.25,5.2
2018,2000,Da Nang,4002514,6.8,6,4.75,5,3.75,5.6
2018,2000,Da Nang,4002521,5.4,5,7,7,5.25,4.6
2018,2000,Da Nang,4002534,3.6,4.5,6.5,3.5,4,3
2018,2000,Da Nang,4002313,3.8,3.75,5,5,3.5,2.6
2018,2000,Da Nang,4002323,6.8,3.75,4,4,3.75,5.8
2018,2000,Da Nang,4002340,4.8,5.25,3.5,3.5,3.75,3.2
2018,2000,Da Nang,4002357,5.6,4,3.5,2.25,3.75,3.2
2018,2000,Da Nang,4002362,6.6,6.25,7,2.25,3.75,6
2018,2000,Da Nang,4002364,6,5.5,4.5,2.75,2.75,5.6
2018,2000,Da Nang,4002368,6.6,6,4.25,6,5.75,3.4
2018,2000,Da Nang,4002372,7.6,6,5.25,7.75,3.5,4.6
2018,2000,Da Nang,4002377,5.4,5.25,5.25,4.5,4,3.8
2018,2000,Da Nang,4002380,5.4,6,3.25,6.5,6.5,6.8
2018,2000,Da Nang,4003177,6.8,5,6.75,6.25,5.5,2.4
2018,2000,Da Nang,4003178,5,3,3,4,4.25,3
2018,2000,Da Nang,4003184,3,2,5.25,4.25,3.25,3.4
2018,2000,Da Nang,4003204,4,5.25,4.5,6.75,5.75,3
2018,2000,Da Nang,4003213,2.2,5,5.25,4.5,1.5,2.8
2018,2000,Da Nang,4003219,5.8,6.25,3.75,3.25,3.5,4.8
2018,2000,Da Nang,4003293,4.8,1.75,4,3.5,2.75,3.6
2018,2000,Da Nang,4003336,2.4,1.75,3,3,3,3.8
2018,2000,Da Nang,4003327,6.4,4.25,5,5,3.5,5
2018,2000,Da Nang,4003329,7,4.5,3,3,1.75,3.8
2018,2000,Da Nang,4003331,4,3.75,2.25,3.25,4.75,5.6
2018,2000,Da Nang,4003338,5,3.5,6.5,5.5,3.5,6.2
2018,2000,Da Nang,4003340,4.8,2.5,3.5,8,6.5,5.4
2018,2000,Da Nang,4003342,2,5.25,3,2.5,3.75,2.2
2018,2000,Da Nang,4003346,6.4,2.75,4.75,3,2.5,2.8
2018,2000,Da Nang,4003348,5.6,5,4.75,5.25,2.75,4.2
2018,2000,Da Nang,4000621,6.4,6,2.75,4,4.25,8
2018,2000,Da Nang,4000638,5.8,6,5.25,6.5,5.25,
2018,2000,Da Nang,4000646,6.8,7.25,6.25,5.25,4.25,7.6
2018,2000,Da Nang,4000657,8.4,5.5,7,5.75,5,7.6
2018,2000,Da Nang,4000662,6.2,5.5,5,6,5.75,7.4
2018,2000,Da Nang,4000668,6.4,7.25,,,,8.4
2018,2000,Da Nang,4000676,6,4.5,8.25,9,5.5,6.4
2018,2000,Da Nang,4000751,2.6,4.25,6.5,3.5,3.75,
2018,2000,Da Nang,4000790,1.6,1.5,6,3.75,5.5,
2018,2000,Da Nang,4002119,7.6,3.5,4.75,3.75,3.75,2.8
2018,2000,Da Nang,4002121,4.6,3,7,3.25,4.5,5
2018,2000,Da Nang,4002123,6.4,2,7,4.75,3.75,4.2
2018,2000,Da Nang,4002125,6.2,4,8,7.25,5.75,4
2018,2000,Da Nang,4002127,5.8,3.5,4.5,3,3.5,3.6
2018,2000,Da Nang,4002129,6.2,3.25,5.5,6.75,3.5,5
2018,2000,Da Nang,4002132,3.8,3.25,8,6.5,4.5,4.6
2018,2000,Da Nang,4002386,3.8,2.5,5,5,4.5,3.6
2018,2000,Da Nang,4002395,3.6,5.25,5.5,4.75,2.75,5
2018,2000,Da Nang,4002397,7.4,3.25,2.75,3.75,4.75,4.8
2018,1998,Da Nang,4002398,6.4,6.25,3.5,3.5,3.75,5.8
2018,1996,Da Nang,4002402,7,4.25,5.25,2.5,3.5,5
2018,2000,Da Nang,4002414,5,5.5,6.75,3.5,2,5
2018,2000,Da Nang,4002408,6.2,7.25,6.25,5.5,4.75,4
2018,2000,Da Nang,4000760,5.8,5,4.75,7.25,6.25,
2018,2000,Da Nang,4001188,4,4.25,4.75,5.25,3.25,3.6
2018,2000,Da Nang,4001193,2.6,2,5.5,4.5,4.75,3.4
2018,1999,Da Nang,4001196,4.8,5,4,3.5,5.25,5
